State Postal,County Name,TOTAL VOTES CAST,Last name,Votes,Last name,Votes,Ratio Obama/Romney
MN,Rice,32160,Obama,17054,Romney,14380,1.1859527121
MN,Rock,4830,Obama,1945,Romney,2810,0.6921708185
MN,Roseau,7330,Obama,2772,Romney,4409,0.6287139941
MN,St. Louis,116460,Obama,74177,Romney,39675,1.869615627
MN,Scott,71411,Obama,29714,Romney,40321,0.7369360879
MN,Sherburne,46320,Obama,17597,Romney,27848,0.6318945705
MN,Sibley,7785,Obama,2916,Romney,4693,0.6213509482
MN,Stearns,78178,Obama,33552,Romney,43015,0.7800069743
MN,Steele,19034,Obama,8706,Romney,9903,0.8791275371
MN,Stevens,5621,Obama,2742,Romney,2766,0.9913232104
MN,Swift,5087,Obama,2751,Romney,2248,1.2237544484
MN,Todd,11762,Obama,4819,Romney,6719,0.7172198244
MN,Traverse,1840,Obama,942,Romney,860,1.0953488372
MN,Wabasha,11722,Obama,5415,Romney,6049,0.8951892875
MN,Wadena,6772,Obama,2492,Romney,4143,0.6014965001
MN,Waseca,9706,Obama,4370,Romney,5116,0.8541829554
MN,Washington,141711,Obama,70203,Romney,69137,1.0154186615
MN,Watonwan,5115,Obama,2494,Romney,2517,0.9908621375
MN,Wilkin,3212,Obama,1258,Romney,1884,0.6677282378
MN,Winona,27103,Obama,14980,Romney,11480,1.3048780488
MN,Wright,69550,Obama,26584,Romney,41460,0.6411963338
MN,Yellow Medicine,5397,Obama,2465,Romney,2806,0.8784746971
MO,Missouri,2744935,Obama,1215031,Romney,1478961,0.8215436377
MO,Adair,10121,Obama,4218,Romney,5648,0.7468130312
MO,Andrew,8306,Obama,2649,Romney,5457,0.4854315558
MO,Atchison,2709,Obama,756,Romney,1902,0.3974763407
MO,Audrain,9951,Obama,3538,Romney,6186,0.5719366311
MO,Barry,13806,Obama,3667,Romney,9832,0.3729658259
MO,Barton,5746,Obama,1232,Romney,4416,0.2789855072
MO,Bates,7771,Obama,2557,Romney,5020,0.5093625498
MO,Benton,9157,Obama,2925,Romney,6069,0.4819574889
MO,Bollinger,5455,Obama,1213,Romney,4094,0.2962872496
MO,Boone,79296,Obama,39782,Romney,37343,1.0653134456
MO,Buchanan,35106,Obama,15594,Romney,18660,0.8356913183
MO,Butler,16889,Obama,4363,Romney,12248,0.3562214239
MO,Caldwell,4171,Obama,1313,Romney,2724,0.4820117474
MO,Callaway,18228,Obama,6070,Romney,11742,0.5169477091
MO,Camden,21942,Obama,6458,Romney,15089,0.4279939028
MO,Cape Girardeau,35672,Obama,9713,Romney,25343,0.3832616502
MO,Carroll,4304,Obama,1154,Romney,3072,0.3756510417
MO,Carter,2799,Obama,754,Romney,1978,0.3811931244
MO,Cass,48913,Obama,17044,Romney,30912,0.5513716356
MO,Cedar,6043,Obama,1536,Romney,4375,0.3510857143
MO,Chariton,3821,Obama,1339,Romney,2402,0.5574521232
MO,Christian,37952,Obama,9809,Romney,27465,0.3571454579
MO,Clark,3225,Obama,1398,Romney,1730,0.8080924855
MO,Clay,105465,Obama,47250,Romney,56131,0.8417808341
MO,Clinton,9830,Obama,3685,Romney,5904,0.6241531165
MO,Cole,37058,Obama,12003,Romney,24488,0.490158445
MO,Cooper,7511,Obama,2474,Romney,4887,0.5062410477
MO,Crawford,9579,Obama,2951,Romney,6434,0.458657134
MO,Dade,3896,Obama,939,Romney,2895,0.3243523316
MO,Dallas,7279,Obama,2122,Romney,4992,0.4250801282
MO,Daviess,3512,Obama,1124,Romney,2282,0.4925503944
MO,DeKalb,4350,Obama,1194,Romney,3056,0.3907068063
MO,Dent,6643,Obama,1585,Romney,4883,0.3245955355
MO,Douglas,6556,Obama,1709,Romney,4649,0.3676059368
MO,Dunklin,10649,Obama,3635,Romney,6849,0.5307344138
MO,Franklin,46573,Obama,16294,Romney,29271,0.5566601756
MO,Gasconade,7134,Obama,2099,Romney,4895,0.428804903
MO,Gentry,2997,Obama,937,Romney,1986,0.4718026183
MO,Greene,125639,Obama,46130,Romney,76786,0.6007605553
MO,Grundy,4374,Obama,1212,Romney,3030,0.4
MO,Harrison,3695,Obama,984,Romney,2624,0.375
MO,Henry,10121,Obama,3604,Romney,6229,0.5785840424
MO,Hickory,4680,Obama,1733,Romney,2835,0.611287478
MO,Holt,2310,Obama,551,Romney,1725,0.3194202899
MO,Howard,4861,Obama,1722,Romney,3012,0.5717131474
MO,Howell,16341,Obama,4393,Romney,11541,0.3806429252
MO,Iron,4031,Obama,1669,Romney,2252,0.7411190053
MO,Jackson,306854,Obama,180100,Romney,121891,1.477549614
MO,Jasper,45213,Obama,12808,Romney,31345,0.408613814
MO,Jefferson,97613,Obama,41570,Romney,53973,0.7701999148
MO,Johnson,21001,Obama,7661,Romney,12750,0.6008627451
MO,Knox,1957,Obama,698,Romney,1205,0.579253112
MO,LaClede,15361,Obama,4093,Romney,10934,0.3743369307
MO,Lafayette,15786,Obama,5650,Romney,9800,0.5765306122
MO,Lawrence,15748,Obama,4014,Romney,11417,0.3515809757
MO,Lewis,4278,Obama,1507,Romney,2677,0.5629435936
MO,Lincoln,22649,Obama,7733,Romney,14330,0.5396371249
MO,Linn,5527,Obama,2031,Romney,3331,0.6097268088
MO,Livingston,6054,Obama,1906,Romney,4006,0.4757863205
MO,McDonald,7817,Obama,1920,Romney,5694,0.3371970495
MO,Macon,7159,Obama,2309,Romney,4700,0.4912765957
MO,Madison,4930,Obama,1588,Romney,3227,0.4920979238
MO,Maries,4538,Obama,1299,Romney,3165,0.4104265403
MO,Marion,12164,Obama,4034,Romney,7926,0.5089578602
MO,Mercer,1655,Obama,353,Romney,1255,0.2812749004
MO,Miller,11019,Obama,2651,Romney,8099,0.327324361
MO,Mississippi,4918,Obama,1857,Romney,2996,0.6198264352
MO,Moniteau,6442,Obama,1608,Romney,4703,0.3419094195
MO,Monroe,4057,Obama,1398,Romney,2564,0.5452418097
MO,Montgomery,5317,Obama,1734,Romney,3486,0.4974182444
MO,Morgan,8688,Obama,2773,Romney,5733,0.4836909123
MO,New Madrid,7250,Obama,2814,Romney,4284,0.6568627451
MO,Newton,25080,Obama,6425,Romney,18179,0.3534297816
MO,Nodaway,8976,Obama,3172,Romney,5593,0.5671374933
MO,Oregon,4421,Obama,1419,Romney,2886,0.4916839917
MO,Osage,6918,Obama,1472,Romney,5330,0.2761726079
MO,Ozark,4453,Obama,1261,Romney,3080,0.4094155844
MO,Pemiscot,6333,Obama,2671,Romney,3596,0.7427697442
MO,Perry,7987,Obama,2184,Romney,5669,0.3852531311
MO,Pettis,17171,Obama,5902,Romney,10840,0.5444649446
MO,Phelps,18188,Obama,5798,Romney,11893,0.4875136635
MO,Pike,7319,Obama,2581,Romney,4576,0.5640297203
MO,Platte,45547,Obama,19171,Romney,25617,0.7483702229
MO,Polk,13119,Obama,3580,Romney,9252,0.3869433636
MO,Pulaski,13571,Obama,4199,Romney,9092,0.4618345799
MO,Putnam,2309,Obama,587,Romney,1673,0.3508667065
MO,Ralls,5036,Obama,1736,Romney,3231,0.5372949551
MO,Randolph,9944,Obama,3031,Romney,6667,0.4546272686
MO,Ray,10346,Obama,4264,Romney,5805,0.7345391904
MO,Reynolds,3196,Obama,1155,Romney,1927,0.5993772704
MO,Ripley,5263,Obama,1396,Romney,3743,0.372962864
MO,St. Charles,185597,Obama,71798,Romney,110732,0.6483943214
MO,St. Clair,4626,Obama,1460,Romney,3019,0.4836038423
MO,St. Francois,22590,Obama,8837,Romney,13248,0.6670440821
MO,St. Louis County,524628,Obama,294735,Romney,223102,1.3210773548
MO,St. Louis City,141135,Obama,116654,Romney,22617,5.1578016536
MO,Ste. Genevieve,8070,Obama,3813,Romney,4055,0.9403205919
MO,Saline,9095,Obama,3785,Romney,5096,0.7427394035
MO,Schuyler,1939,Obama,697,Romney,1174,0.5936967632
MO,Scotland,1936,Obama,643,Romney,1246,0.5160513644
MO,Scott,16999,Obama,5122,Romney,11623,0.4406779661
MO,Shannon,3688,Obama,1300,Romney,2260,0.5752212389
MO,Shelby,3232,Obama,966,Romney,2188,0.4414990859
MO,Stoddard,12866,Obama,3153,Romney,9496,0.3320345409
MO,Stone,15974,Obama,3920,Romney,11780,0.3327674024
MO,Sullivan,2595,Obama,908,Romney,1610,0.5639751553
MO,Taney,21608,Obama,5462,Romney,15713,0.347610259
MO,Texas,10764,Obama,2871,Romney,7618,0.3768705697
MO,Vernon,8519,Obama,2580,Romney,5756,0.4482279361
MO,Warren,14676,Obama,5219,Romney,9150,0.5703825137
MO,Washington,8616,Obama,3402,Romney,5008,0.679313099
MO,Wayne,5718,Obama,1811,Romney,3790,0.4778364116
MO,Webster,15421,Obama,4407,Romney,10702,0.4117921884
MO,Worth,1048,Obama,341,Romney,664,0.5135542169
MO,Wright,7956,Obama,1953,Romney,5831,0.3349339736
MS,Mississippi,1214004,Obama,528260,Romney,674302,0.7834175192
MS,Adams,13621,Obama,7999,Romney,5542,1.4433417539
MS,Alcorn,14682,Obama,3449,Romney,11027,0.3127777274
MS,Amite,7661,Obama,3218,Romney,4393,0.7325290234
MS,Attala,7853,Obama,3368,Romney,4452,0.7565139263
MS,Benton,4080,Obama,2026,Romney,2030,0.9980295567
MS,Bolivar,14258,Obama,9772,Romney,4346,2.2485043718
MS,Calhoun,6273,Obama,2250,Romney,3961,0.5680383741
MS,Carroll,5968,Obama,1990,Romney,3953,0.5034151278
MS,Chickasaw,7641,Obama,3914,Romney,3601,1.0869202999
MS,Choctaw,3847,Obama,1283,Romney,2533,0.506514015
MS,Claiborne,5258,Obama,4633,Romney,608,7.6200657895
MS,Clarke,7199,Obama,2695,Romney,4415,0.610419026
MS,Clay,9659,Obama,5860,Romney,3735,1.5689424364
MS,Coahoma,9563,Obama,7164,Romney,2356,3.0407470289
MS,Copiah,13002,Obama,7201,Romney,5714,1.2602380119
MS,Covington,9145,Obama,3800,Romney,5282,0.7194244604
MS,DeSoto,64026,Obama,20979,Romney,42399,0.4947994056
MS,Forrest,27789,Obama,12079,Romney,15339,0.7874698481
MS,Franklin,4443,Obama,1706,Romney,2705,0.6306839187
MS,George,9826,Obama,1352,Romney,8353,0.1618580151
MS,Greene,5919,Obama,1325,Romney,4528,0.2926236749
MS,Grenada,11320,Obama,5279,Romney,5980,0.8827759197
MS,Hancock,17023,Obama,3879,Romney,12859,0.3016564274
MS,Harrison,61602,Obama,22242,Romney,38646,0.5755317497
MS,Hinds,97639,Obama,70512,Romney,26450,2.6658601134
MS,Holmes,8076,Obama,6775,Romney,1264,5.3599683544
MS,Humphreys,4481,Obama,3399,Romney,1069,3.1796071094
MS,Issaquena,787,Obama,479,Romney,302,1.5860927152
MS,Itawamba,8729,Obama,1599,Romney,6925,0.2309025271
MS,Jackson,49290,Obama,15452,Romney,33262,0.4645541459
MS,Jasper,9340,Obama,5097,Romney,4193,1.2155974243
MS,Jefferson,3953,Obama,3508,Romney,431,8.1392111369
MS,Jeff Davis,6618,Obama,4094,Romney,2439,1.6785567856
MS,Jones,30038,Obama,9146,Romney,20635,0.443227526
MS,Kemper,5052,Obama,3239,Romney,1789,1.8105086641
MS,Lafayette,17191,Obama,7098,Romney,9772,0.7263610315
MS,Lamar,22780,Obama,5037,Romney,17472,0.2882898352
MS,Lauderdale,30213,Obama,12642,Romney,17322,0.729823346
MS,Lawrence,6584,Obama,2394,Romney,4153,0.5764507585
MS,Leake,7921,Obama,3599,Romney,4283,0.8402988559
MS,Lee,34363,Obama,12043,Romney,22004,0.5473095801
MS,Leflore,11600,Obama,8423,Romney,3115,2.7040128411
MS,Lincoln,14303,Obama,4879,Romney,9333,0.5227686703
MS,Lowndes,24674,Obama,12037,Romney,12399,0.9708040971
MS,Madison,49571,Obama,20722,Romney,28507,0.7269091802
MS,Marion,11041,Obama,3833,Romney,7118,0.538493959
MS,Marshall,16141,Obama,9581,Romney,6444,1.4868094351
MS,Monroe,16789,Obama,6990,Romney,9661,0.7235275851
MS,Montgomery,4807,Obama,2245,Romney,2543,0.8828155722
MS,Neshoba,10890,Obama,3030,Romney,7772,0.3898610396
MS,Newton,9039,Obama,3069,Romney,5909,0.5193772212
MS,Noxubee,6264,Obama,4920,Romney,1325,3.7132075472
MS,Oktibbeha,16001,Obama,8030,Romney,7728,1.0390786749
MS,Panola,16826,Obama,9079,Romney,7629,1.1900642286
MS,Pearl River,19938,Obama,3813,Romney,15836,0.2407805001
MS,Perry,5686,Obama,1519,Romney,4110,0.3695863747
MS,Pike,17429,Obama,9304,Romney,7986,1.1650388179
MS,Pontotoc,12348,Obama,2785,Romney,9403,0.2961820696
MS,Prentiss,10033,Obama,2817,Romney,7075,0.3981625442
MS,Quitman,3979,Obama,2837,Romney,1116,2.5421146953
MS,Rankin,61438,Obama,14425,Romney,46318,0.3114339997
MS,Scott,10584,Obama,4774,Romney,5728,0.8334497207
MS,Sharkey,2258,Obama,1571,Romney,675,2.3274074074
MS,Simpson,12249,Obama,4723,Romney,7424,0.6361799569
MS,Smith,8099,Obama,1979,Romney,6049,0.3271615143
MS,Stone,6820,Obama,1794,Romney,4924,0.3643379366
MS,Sunflower,10995,Obama,7989,Romney,2907,2.7481940144
MS,Tallahatchie,6363,Obama,3838,Romney,2480,1.5475806452
MS,Tate,11374,Obama,4572,Romney,6666,0.6858685869
MS,Tippah,9008,Obama,2254,Romney,6625,0.3402264151
MS,Tishomingo,7850,Obama,1623,Romney,6070,0.2673805601
MS,Tunica,4262,Obama,3371,Romney,867,3.8881199539
MS,Union,10359,Obama,2481,Romney,7759,0.3197577007
MS,Walthall,7476,Obama,3386,Romney,4012,0.8439680957
MS,Warren,19429,Obama,9899,Romney,9390,1.0542066028
MS,Washington,17137,Obama,12188,Romney,4870,2.5026694045
MS,Wayne,10269,Obama,4116,Romney,6080,0.6769736842
MS,Webster,4820,Obama,1087,Romney,3684,0.2950597177
MS,Wilkinson,4238,Obama,2940,Romney,1275,2.3058823529
MS,Winston,9758,Obama,4557,Romney,5147,0.8853701185
MS,Yalobusha,6293,Obama,2984,Romney,3261,0.9150567311
MS,Yazoo,10853,Obama,6220,Romney,4560,1.3640350877
MT,Montana,479386,Obama,200489,Romney,264974,0.7566365002
MT,Beaverhead,4749,Obama,1347,Romney,3251,0.4143340511
MT,Big Horn,4561,Obama,2830,Romney,1655,1.7099697885
MT,Blaine,2832,Obama,1598,Romney,1169,1.3669803251
MT,Broadwater,3005,Obama,761,Romney,2150,0.3539534884
MT,Carbon,5806,Obama,2126,Romney,3513,0.6051807572
MT,Carter,794,Obama,96,Romney,678,0.1415929204
MT,Cascade,33952,Obama,14949,Romney,18039,0.8287044736
MT,Chouteau,2804,Obama,969,Romney,1751,0.5533980583
MT,Custer,5336,Obama,1824,Romney,3353,0.5439904563
MT,Daniels,1001,Obama,236,Romney,735,0.3210884354
MT,Dawson,4417,Obama,1219,Romney,3024,0.4031084656
MT,Deer Lodge,4408,Obama,2829,Romney,1431,1.9769392034
MT,Fallon,1399,Obama,236,Romney,1123,0.2101513802
MT,Fergus,6044,Obama,1628,Romney,4243,0.3836907848
MT,Flathead,42465,Obama,13534,Romney,27694,0.4886979129
MT,Gallatin,47113,Obama,21534,Romney,24051,0.8953473868
MT,Garfield,700,Obama,66,Romney,622,0.1061093248
MT,Glacier,4287,Obama,2784,Romney,1391,2.0014378145
MT,Golden Valley,479,Obama,110,Romney,351,0.3133903134
MT,Granite,1705,Obama,533,Romney,1107,0.4814814815
MT,Hill,6757,Obama,3372,Romney,3133,1.0762847111
MT,Jefferson,6490,Obama,2256,Romney,4042,0.5581395349
MT,Judith Basin,1212,Obama,336,Romney,852,0.3943661972
MT,Lake,13156,Obama,5715,Romney,7084,0.8067476002
MT,Lewis and Clark,33032,Obama,15479,Romney,16673,0.9283872129
MT,Liberty,983,Obama,257,Romney,698,0.3681948424
MT,Lincoln,8869,Obama,2544,Romney,6045,0.4208436725
MT,McCone,988,Obama,221,Romney,742,0.2978436658
MT,Madison,4511,Obama,1285,Romney,3115,0.4125200642
MT,Meagher,972,Obama,269,Romney,670,0.4014925373
MT,Mineral,2009,Obama,698,Romney,1212,0.5759075908
MT,Missoula,59374,Obama,34380,Romney,23285,1.4764870088
MT,Musselshell,2353,Obama,482,Romney,1792,0.2689732143
MT,Park,8634,Obama,3728,Romney,4637,0.8039680828
MT,Petroleum,298,Obama,49,Romney,240,0.2041666667
MT,Phillips,2228,Obama,471,Romney,1688,0.279028436
MT,Pondera,2704,Obama,969,Romney,1666,0.5816326531
MT,Powder River,1019,Obama,170,Romney,833,0.2040816327
MT,Powell,2763,Obama,884,Romney,1798,0.4916573971
MT,Prairie,701,Obama,167,Romney,518,0.3223938224
MT,Ravalli,19797,Obama,6466,Romney,12817,0.5044862292
MT,Richland,4602,Obama,992,Romney,3479,0.2851394079
MT,Roosevelt,3618,Obama,2044,Romney,1503,1.3599467731
MT,Rosebud,3610,Obama,1478,Romney,2035,0.7262899263
MT,Sanders,5888,Obama,1716,Romney,3971,0.432132964
MT,Sheridan,1920,Obama,661,Romney,1203,0.5494596841
MT,Silver Bow,16617,Obama,10782,Romney,5374,2.0063267585
MT,Stillwater,4560,Obama,1209,Romney,3237,0.3734939759
MT,Sweet Grass,2105,Obama,473,Romney,1584,0.2986111111
MT,Teton,3250,Obama,1073,Romney,2091,0.5131516021
MT,Toole,2102,Obama,582,Romney,1440,0.4041666667
MT,Treasure,453,Obama,114,Romney,317,0.3596214511
MT,Valley,3860,Obama,1386,Romney,2337,0.5930680359
MT,Wheatland,989,Obama,272,Romney,690,0.3942028986
MT,Wibaux,544,Obama,25,Romney,421,0.0593824228
MT,Yellowstone,68561,Obama,26275,Romney,40421,0.6500333985
NC,North Carolina,4499039,Obama,2178388,Romney,2275853,0.957174299
NC,Alamance,66638,Obama,28341,Romney,37712,0.7515114552
NC,Alexander,17060,Obama,4591,Romney,12207,0.3760956828
NC,Alleghany,5025,Obama,1574,Romney,3378,0.4659561871
NC,Anson,11072,Obama,6894,Romney,4125,1.6712727273
NC,Ashe,12486,Obama,4100,Romney,8207,0.4995735348
NC,Avery,7657,Obama,1861,Romney,5708,0.326033637
NC,Beaufort,23468,Obama,9399,Romney,13918,0.6753125449
NC,Bertie,9941,Obama,6537,Romney,3367,1.9414909415
NC,Bladen,16351,Obama,8277,Romney,7947,1.0415251038
NC,Brunswick,56985,Obama,21932,Romney,34587,0.6341110822
NC,Buncombe,126201,Obama,70066,Romney,54429,1.2872917011
NC,Burke,36116,Obama,13577,Romney,22109,0.614093808
NC,Cabarrus,82445,Obama,32453,Romney,49125,0.6606208651
NC,Caldwell,34338,Obama,10795,Romney,23069,0.4679439941
NC,Camden,4520,Obama,1456,Romney,2995,0.4861435726
NC,Carteret,35124,Obama,10197,Romney,24598,0.414545898
NC,Caswell,10736,Obama,5183,Romney,5471,0.947358801
NC,Catawba,69102,Obama,23954,Romney,44386,0.5396746722
NC,Chatham,35157,Obama,18252,Romney,16578,1.1009771987
NC,Cherokee,12695,Obama,3339,Romney,9201,0.3628953375
NC,Chowan,7424,Obama,3507,Romney,3872,0.9057334711
NC,Clay,5592,Obama,1573,Romney,3952,0.3980263158
NC,Cleveland,42542,Obama,16734,Romney,25440,0.6577830189
NC,Columbus,24017,Obama,10973,Romney,12863,0.8530669362
NC,Craven,45585,Obama,18556,Romney,26654,0.6961806858
NC,Cumberland,126092,Obama,74991,Romney,50191,1.4941124903
NC,Currituck,11153,Obama,3521,Romney,7431,0.4738258646
NC,Dare,17614,Obama,7258,Romney,10102,0.7184715898
NC,Davidson,69994,Obama,20291,Romney,48935,0.4146520895
NC,Davie,20418,Obama,5652,Romney,14568,0.3879736409
NC,Duplin,20375,Obama,8923,Romney,11330,0.7875551633
NC,Durham,143828,Obama,109185,Romney,33326,3.2762707796
NC,Edgecombe,26826,Obama,18249,Romney,8494,2.1484577349
NC,Forsyth,172332,Obama,91606,Romney,79177,1.1569774051
NC,Franklin,28059,Obama,13317,Romney,14480,0.9196823204
NC,Gaston,89638,Obama,32903,Romney,55817,0.5894799076
NC,Gates,5310,Obama,2745,Romney,2532,1.0841232227
NC,Graham,3910,Obama,1115,Romney,2743,0.4064892454
NC,Granville,26068,Obama,13529,Romney,12332,1.0970645475
NC,Greene,8194,Obama,3761,Romney,4393,0.8561347598
NC,Guilford,251529,Obama,145483,Romney,103964,1.3993593936
NC,Halifax,25724,Obama,16931,Romney,8686,1.9492286438
NC,Harnett,42343,Obama,16858,Romney,25070,0.6724371759
NC,Haywood,27679,Obama,11742,Romney,15553,0.7549668874
NC,Henderson,51961,Obama,18519,Romney,32860,0.5635727328
NC,Hertford,10872,Obama,7815,Romney,3001,2.604131956
NC,Hoke,16800,Obama,9915,Romney,6721,1.4752269008
NC,Hyde,2358,Obama,1157,Romney,1183,0.978021978
NC,Iredell,75762,Obama,25952,Romney,49071,0.5288663365
NC,Jackson,16556,Obama,8052,Romney,8224,0.9790856031
NC,Johnston,76021,Obama,27052,Romney,48206,0.5611749575
NC,Jones,5192,Obama,2335,Romney,2825,0.8265486726
NC,Lee,23800,Obama,10577,Romney,13000,0.8136153846
NC,Lenoir,27247,Obama,13350,Romney,13763,0.9699920076
NC,Lincoln,36532,Obama,10980,Romney,25184,0.4359911055
NC,McDowell,17953,Obama,6006,Romney,11732,0.5119331742
NC,Macon,16750,Obama,5692,Romney,10817,0.5262087455
NC,Madison,10023,Obama,4466,Romney,5379,0.8302658487
NC,Martin,12541,Obama,6514,Romney,5963,1.0924031528
NC,Mecklenburg,445062,Obama,270705,Romney,170490,1.5878057364
NC,Mitchell,7673,Obama,1810,Romney,5778,0.3132571824
NC,Montgomery,11178,Obama,4689,Romney,6389,0.733917671
NC,Moore,46044,Obama,16371,Romney,29336,0.5580515408
NC,Nash,48235,Obama,24214,Romney,23769,1.0187218646
NC,New Hanover,102067,Obama,48038,Romney,52792,0.909948477
NC,Northampton,10719,Obama,7210,Romney,3474,2.0754173863
NC,Onslow,50353,Obama,18115,Romney,31695,0.5715412526
NC,Orange,75848,Obama,53404,Romney,21398,2.4957472661
NC,Pamlico,6712,Obama,2632,Romney,4032,0.6527777778
NC,Pasquotank,17343,Obama,9970,Romney,7216,1.3816518847
NC,Pender,24036,Obama,9455,Romney,14368,0.6580595768
NC,Perquimans,6621,Obama,2747,Romney,3814,0.7202412166
NC,Person,19008,Obama,8384,Romney,10467,0.8009935989
NC,Pitt,76814,Obama,40701,Romney,35534,1.1454100298
NC,Polk,10323,Obama,4000,Romney,6219,0.6431902235
NC,Randolph,60202,Obama,14675,Romney,44913,0.3267428139
NC,Richmond,19127,Obama,9747,Romney,9236,1.0553269814
NC,Robeson,41380,Obama,23957,Romney,17093,1.4015678933
NC,Rockingham,41549,Obama,16170,Romney,25037,0.6458441507
NC,Rowan,61803,Obama,22529,Romney,38622,0.5833203873
NC,Rutherford,28373,Obama,9277,Romney,18797,0.4935362026
NC,Sampson,26005,Obama,11496,Romney,14358,0.8006686168
NC,Scotland,14020,Obama,8131,Romney,5799,1.4021382997
NC,Stanly,28276,Obama,8287,Romney,19698,0.4207026094
NC,Stokes,21396,Obama,5969,Romney,15142,0.3942015586
NC,Surry,29096,Obama,9005,Romney,19753,0.4558801195
NC,Swain,5705,Obama,2618,Romney,2976,0.8797043011
NC,Transylvania,16469,Obama,6740,Romney,9522,0.7078344886
NC,Tyrrell,1775,Obama,835,Romney,929,0.8988159311
NC,Union,93389,Obama,32032,Romney,60468,0.5297347357
NC,Vance,20770,Obama,13286,Romney,7406,1.7939508507
NC,Wake,526805,Obama,286939,Romney,232933,1.2318520776
NC,Warren,9777,Obama,6635,Romney,3111,2.1327547412
NC,Washington,6456,Obama,3811,Romney,2615,1.4573613767
NC,Watauga,28168,Obama,13371,Romney,14124,0.9466864911
NC,Wayne,50988,Obama,23154,Romney,27536,0.8408628704
NC,Wilkes,28852,Obama,8089,Romney,20410,0.3963253307
NC,Wilson,38890,Obama,20745,Romney,17904,1.1586796247
NC,Yadkin,16657,Obama,3928,Romney,12500,0.31424
NC,Yancey,9344,Obama,3954,Romney,5249,0.7532863403
ND,North Dakota,319825,Obama,124490,Romney,187586,0.6636422761
ND,Adams,1281,Obama,328,Romney,916,0.3580786026
ND,Barnes,5471,Obama,2389,Romney,2953,0.8090077887
ND,Benson,2148,Obama,1232,Romney,867,1.4209919262
ND,Billings,577,Obama,89,Romney,472,0.188559322
ND,Bottineau,3484,Obama,1163,Romney,2246,0.517809439
ND,Bowman,1728,Obama,412,Romney,1277,0.3226311668
ND,Burke,1015,Obama,230,Romney,766,0.3002610966
ND,Burleigh,42876,Obama,14036,Romney,27811,0.5046923879
ND,Cass,73275,Obama,34632,Romney,36792,0.9412915851
ND,Cavalier,2054,Obama,818,Romney,1192,0.6862416107
ND,Dickey,2513,Obama,849,Romney,1601,0.5302935665
ND,Divide,1151,Obama,382,Romney,731,0.5225718194
ND,Dunn,2002,Obama,493,Romney,1494,0.3299866131
ND,Eddy,1147,Obama,484,Romney,631,0.7670364501
ND,Emmons,1862,Obama,383,Romney,1430,0.2678321678
ND,Foster,1674,Obama,604,Romney,1028,0.5875486381
ND,Golden Valley,924,Obama,161,Romney,740,0.2175675676
ND,Grand Forks,29796,Obama,14008,Romney,15044,0.9311353363
ND,Grant,1383,Obama,331,Romney,1012,0.3270750988
ND,Griggs,1335,Obama,535,Romney,770,0.6948051948
ND,Hettinger,1351,Obama,313,Romney,998,0.3136272545
ND,Kidder,1310,Obama,393,Romney,870,0.4517241379
ND,LaMoure,2179,Obama,737,Romney,1374,0.5363901019
ND,Logan,1042,Obama,221,Romney,799,0.2765957447
ND,McHenry,2653,Obama,924,Romney,1651,0.5596608116
ND,McIntosh,1510,Obama,456,Romney,1028,0.4435797665
ND,McKenzie,3423,Obama,926,Romney,2450,0.3779591837
ND,McLean,4894,Obama,1660,Romney,3130,0.5303514377
ND,Mercer,4394,Obama,1161,Romney,3132,0.3706896552
ND,Morton,13510,Obama,4467,Romney,8669,0.5152843465
ND,Mountrail,3444,Obama,1401,Romney,1960,0.7147959184
ND,Nelson,1668,Obama,766,Romney,862,0.8886310905
ND,Oliver,1010,Obama,281,Romney,693,0.4054834055
ND,Pembina,3226,Obama,1245,Romney,1893,0.6576862124
ND,Pierce,2162,Obama,656,Romney,1462,0.4487004104
ND,Ramsey,4971,Obama,2162,Romney,2659,0.8130876269
ND,Ransom,2412,Obama,1341,Romney,1008,1.3303571429
ND,Renville,1272,Obama,398,Romney,850,0.4682352941
ND,Richland,7549,Obama,3190,Romney,4213,0.7571801567
ND,Rolette,4528,Obama,3351,Romney,1090,3.0743119266
ND,Sargent,1987,Obama,1073,Romney,876,1.2248858447
ND,Sheridan,808,Obama,161,Romney,637,0.2527472527
ND,Sioux,1138,Obama,900,Romney,223,4.0358744395
ND,Slope,434,Obama,83,Romney,341,0.2434017595
ND,Stark,11539,Obama,2805,Romney,8509,0.3296509578
ND,Steele,1028,Obama,515,Romney,495,1.0404040404
ND,Stutsman,9431,Obama,3561,Romney,5641,0.6312710512
ND,Towner,1164,Obama,511,Romney,619,0.8255250404
ND,Traill,3841,Obama,1784,Romney,1963,0.9088130413
ND,Walsh,5061,Obama,2118,Romney,2809,0.754004984
ND,Ward,25231,Obama,8412,Romney,16176,0.5200296736
ND,Wells,2359,Obama,671,Romney,1646,0.407654921
ND,Williams,9600,Obama,2288,Romney,7087,0.3228446451
NE,Nebraska,765083,Obama,289154,Romney,462972,0.6245604486
NE,Adams,12451,Obama,3991,Romney,8235,0.4846387371
NE,Antelope,3209,Obama,571,Romney,2585,0.2208897485
NE,Arthur,261,Obama,30,Romney,227,0.1321585903
NE,Banner,402,Obama,55,Romney,339,0.1622418879
NE,Blaine,301,Obama,29,Romney,268,0.1082089552
NE,Boone,2799,Obama,615,Romney,2136,0.2879213483
